,id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,electorate,electoraterating
15966,16428,6121,OAKFORD,WA,115.916459,-32.208934,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.2043324,115.9241645,50606114311.0,50606114311.0,506061143.0,Mundijong,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15967,16429,6121,OLDBURY,WA,115.916459,-32.208934,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.2544608,115.9070305,50606114302.0,50606114302.0,506061143.0,Mundijong,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15968,16430,6122,BYFORD,WA,116.0072,-32.221725,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.2217191,116.0088444,50606114206.0,50606114206.0,506061142.0,Byford,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15969,16431,6122,CARDUP,WA,116.0072,-32.221725,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.2566391,115.9809995,50606114305.0,50606114305.0,506061143.0,Mundijong,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15970,16432,6122,DARLING DOWNS,WA,116.0072,-32.221725,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.1967124,115.9866015,50606114201.0,50606114201.0,506061142.0,Byford,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15971,16433,6122,KARRAKUP,WA,116.0072,-32.221725,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.2470163,116.0560393,50606114306.0,50606114306.0,506061143.0,Mundijong,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,2.0,2.0,2.0,2.0,Canning,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15972,16434,6123,MUNDIJONG,WA,115.98589,-32.295176,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.2995985,115.9845718,50606114315.0,50606114315.0,506061143.0,Mundijong,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,1.0,1.0,1.0,1.0,Canning,39.27269745,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15973,16435,6123,WHITBY,WA,115.98589,-32.295176,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.2826704,115.9964649,50606114306.0,50606114306.0,506061143.0,Mundijong,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,2.0,2.0,2.0,2.0,Canning,39.27269745,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15974,16436,6124,JARRAHDALE,WA,116.072494,-32.338316,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.3759261,116.1595761,50606114410.0,50606114410.0,506061144.0,Serpentine - Jarrahdale,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,2.0,2.0,5.0,5.0,Canning,,W1,PHN502,Perth South,Wandering,Canning,Outer Metropolitan
15975,16437,6125,HOPELAND,WA,115.901277,-32.364427,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.3642829,115.9092153,50606114407.0,50606114407.0,506061144.0,Serpentine - Jarrahdale,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,2.0,2.0,2.0,2.0,Canning,12.99398041,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15976,16438,6125,MARDELLA,WA,115.901277,-32.364427,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.3342254,115.9648863,50606114303.0,50606114303.0,506061143.0,Mundijong,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,2.0,2.0,2.0,2.0,Canning,12.99398041,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15977,16439,6125,SERPENTINE,WA,115.901277,-32.364427,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.3616954,115.9767794,50606114406.0,50606114406.0,506061144.0,Serpentine - Jarrahdale,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,2.0,2.0,2.0,2.0,Canning,12.99398041,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15978,16440,6126,KEYSBROOK,WA,115.977043,-32.440033,KELMSCOTT DC,Delivery Area,Updated 6-Feb-2020,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,R2,-32.4363721,116.0295671,50606114408.0,50606114408.0,506061144.0,Serpentine - Jarrahdale,50606.0,Serpentine - Jarrahdale,506.0,Perth - South East,2.0,2.0,5.0,5.0,Canning,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Canning,Outer Metropolitan
15979,16441,6147,LANGFORD,WA,115.941353,-32.043771,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50604.0,Gosnells,506.0,Perth - South East,R2,-32.0397928,115.9484249,50604113227.0,50604113227.0,506041132.0,Beckenham - Kenwick - Langford,50604.0,Gosnells,506.0,Perth - South East,1.0,1.0,1.0,1.0,Tangney,9.72682476,W1,PHN502,Perth South,Gosnells,Tangney,Inner Metropolitan
15980,16442,6147,LYNWOOD,WA,115.941353,-32.043771,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50604.0,Gosnells,506.0,Perth - South East,R2,-32.0402295,115.9320611,50603112821.0,50603112821.0,506031128.0,Parkwood - Ferndale - Lynwood,50603.0,Canning,506.0,Perth - South East,1.0,1.0,1.0,1.0,Tangney,9.72682476,W1,PHN502,Perth South,Gosnells,Tangney,Inner Metropolitan
15981,16443,6147,PARKWOOD,WA,115.941353,-32.043771,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50604.0,Gosnells,506.0,Perth - South East,R2,-32.0467714,115.9126767,50603112830.0,50603112830.0,506031128.0,Parkwood - Ferndale - Lynwood,50603.0,Canning,506.0,Perth - South East,1.0,1.0,1.0,1.0,Tangney,9.72682476,W1,PHN502,Perth South,Gosnells,Tangney,Inner Metropolitan
15982,16444,6148,FERNDALE,WA,115.924691,-32.030183,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50603.0,Canning,506.0,Perth - South East,R2,-32.0307555,115.9253485,50603112814.0,50603112814.0,506031128.0,Parkwood - Ferndale - Lynwood,50603.0,Canning,506.0,Perth - South East,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
15983,16445,6148,RIVERTON,WA,115.924691,-32.030183,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50603.0,Canning,506.0,Perth - South East,R2,-32.0338297,115.8931741,50603112913.0,50603112913.0,506031129.0,Riverton - Shelley - Rossmoyne,50603.0,Canning,506.0,Perth - South East,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
15984,16446,6148,ROSSMOYNE,WA,115.924691,-32.030183,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50603.0,Canning,506.0,Perth - South East,R2,-32.0386354,115.8677123,50603112915.0,50603112915.0,506031129.0,Riverton - Shelley - Rossmoyne,50603.0,Canning,506.0,Perth - South East,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
15985,16447,6148,SHELLEY,WA,115.924691,-32.030183,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50603.0,Canning,506.0,Perth - South East,R2,-32.0278545,115.8895276,50603112903.0,50603112903.0,506031129.0,Riverton - Shelley - Rossmoyne,50603.0,Canning,506.0,Perth - South East,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
15986,16448,6149,BULL CREEK,WA,115.858679,-32.064941,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0565965,115.864873,50704117905.0,50704117905.0,507041179.0,Bull Creek,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,23.30482292,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
15987,16449,6149,LEEMING,WA,115.858679,-32.064941,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0796241,115.8656562,50704118025.0,50704118025.0,507041180.0,Leeming,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,23.30482292,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
15988,16450,6150,BATEMAN,WA,115.833608,-32.061682,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0595826,115.8443778,50704117608.0,50704117608.0,507041176.0,Bateman,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
15989,16451,6150,MURDOCH,WA,115.833608,-32.061682,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0699,115.8425954,50704118213.0,50704118213.0,507041182.0,Murdoch - Kardinya,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
15990,16452,6150,WINTHROP,WA,115.833608,-32.061682,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0517894,115.8297179,50704118416.0,50704118416.0,507041184.0,Winthrop,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
15991,16453,6151,KENSINGTON,WA,115.869482,-31.982199,BENTLEY DC,Delivery Area,Updated 6-Feb-2020,50607.0,South Perth,506.0,Perth - South East,R2,-31.9830523,115.8829593,50607114735.0,50607114735.0,506071147.0,South Perth - Kensington,50607.0,South Perth,506.0,Perth - South East,1.0,1.0,1.0,1.0,Swan,9.710964203,W1,PHN502,Perth South,Victoria Park,Swan,Inner Metropolitan
15992,16454,6151,SOUTH PERTH,WA,115.869482,-31.982199,BENTLEY DC,Delivery Area,Updated 6-Feb-2020,50607.0,South Perth,506.0,Perth - South East,R2,-31.9809515,115.8639168,50607114711.0,50607114711.0,506071147.0,South Perth - Kensington,50607.0,South Perth,506.0,Perth - South East,1.0,1.0,1.0,1.0,Swan,9.710964203,W1,PHN502,Perth South,Victoria Park,Swan,Inner Metropolitan
15993,16455,6151,SOUTH PERTH ANGELO ST,WA,115.869482,-31.982199,BENTLEY DC,Delivery Area,Updated 6-Feb-2020,50607.0,South Perth,506.0,Perth - South East,R2,-31.980744,115.8628277,50607114703.0,50607114703.0,506071147.0,South Perth - Kensington,50607.0,South Perth,506.0,Perth - South East,1.0,1.0,1.0,1.0,Swan,9.710964203,W1,PHN502,Perth South,Victoria Park,Swan,Inner Metropolitan
15994,16456,6152,COMO,WA,115.870058,-32.008509,BENTLEY DC,Delivery Area,Updated 6-Feb-2020,50607.0,South Perth,506.0,Perth - South East,R2,-32.0010903,115.8617166,50607114518.0,50607114518.0,506071145.0,Como,50607.0,South Perth,506.0,Perth - South East,1.0,1.0,1.0,1.0,Swan,10.1558609,W1,PHN502,Perth South,Victoria Park,Swan,Inner Metropolitan
15995,16169,6152,KARAWARA,WA,115.870058,-32.008509,BENTLEY DC,Delivery Area,Updated 6-Feb-2020,50607.0,South Perth,506.0,Perth - South East,R2,-32.0095347,115.8806461,50607114609.0,50607114609.0,506071146.0,Manning - Waterford,50607.0,South Perth,506.0,Perth - South East,1.0,1.0,1.0,1.0,Swan,10.1558609,W1,PHN502,Perth South,Victoria Park,Swan,Inner Metropolitan
15996,16170,6152,MANNING,WA,115.870058,-32.008509,BENTLEY DC,Delivery Area,Updated 6-Feb-2020,50607.0,South Perth,506.0,Perth - South East,R2,-32.011671,115.8688603,50607114616.0,50607114616.0,506071146.0,Manning - Waterford,50607.0,South Perth,506.0,Perth - South East,1.0,1.0,1.0,1.0,Swan,10.1558609,W1,PHN502,Perth South,Victoria Park,Swan,Inner Metropolitan
15997,16171,6152,SALTER POINT,WA,115.870058,-32.008509,BENTLEY DC,Delivery Area,Updated 6-Feb-2020,50607.0,South Perth,506.0,Perth - South East,R2,-32.0211363,115.8628207,50607114625.0,50607114625.0,506071146.0,Manning - Waterford,50607.0,South Perth,506.0,Perth - South East,1.0,1.0,1.0,1.0,Swan,10.1558609,W1,PHN502,Perth South,Victoria Park,Swan,Inner Metropolitan
15998,16172,6152,WATERFORD,WA,115.870058,-32.008509,BENTLEY DC,Delivery Area,Updated 6-Feb-2020,50607.0,South Perth,506.0,Perth - South East,R2,-32.0144555,115.8896583,50607114601.0,50607114601.0,506071146.0,Manning - Waterford,50607.0,South Perth,506.0,Perth - South East,1.0,1.0,1.0,1.0,Swan,10.1558609,W1,PHN502,Perth South,Victoria Park,Swan,Inner Metropolitan
15999,16173,6153,APPLECROSS,WA,115.837525,-32.024363,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0116062,115.8387269,50704117513.0,50704117513.0,507041175.0,Applecross - Ardross,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16000,16174,6153,APPLECROSS NORTH,WA,115.837525,-32.024363,Perth Metro,,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0116,115.839,50704117512.0,50704117512.0,507041175.0,Applecross - Ardross,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16001,16175,6153,ARDROSS,WA,115.837525,-32.024363,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0221019,115.8353491,50704117516.0,50704117516.0,507041175.0,Applecross - Ardross,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16002,16176,6153,BRENTWOOD,WA,115.837525,-32.024363,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0427611,115.8480251,50704117830.0,50704117830.0,507041178.0,Booragoon,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16003,16177,6153,CANNING BRIDGE APPLECROSS,WA,115.837525,-32.024363,Perth Metro,,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0107,115.854,50607114501.0,50607114501.0,506071145.0,Como,50607.0,South Perth,506.0,Perth - South East,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16004,16178,6153,MOUNT PLEASANT,WA,115.837525,-32.024363,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0248016,115.8484937,50704117818.0,50704117818.0,507041178.0,Booragoon,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16005,16179,6154,ALFRED COVE,WA,115.825994,-32.040061,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0318604,115.8181396,50704118129.0,50704118129.0,507041181.0,Melville,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,22.72612953,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16006,16180,6154,BOORAGOON,WA,115.825994,-32.040061,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0363985,115.8379711,50704117805.0,50704117805.0,507041178.0,Booragoon,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,22.72612953,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16007,16181,6154,MYAREE,WA,115.825994,-32.040061,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0399796,115.8156494,50704118118.0,50704118118.0,507041181.0,Melville,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,22.72612953,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16008,16182,6155,CANNING VALE,WA,115.890779,-32.061501,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0888848,115.9178123,50604113324.0,50604113324.0,506041133.0,Canning Vale - East,50604.0,Gosnells,506.0,Perth - South East,1.0,1.0,1.0,1.0,Burt,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16009,16183,6155,CANNING VALE DC,WA,115.890779,-32.061501,Perth Metro,,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0582,115.918,50603112601.0,50603112601.0,506031126.0,Canning Vale Commercial,50603.0,Canning,506.0,Perth - South East,1.0,1.0,1.0,1.0,Burt,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16010,16184,6155,CANNING VALE SOUTH,WA,115.890779,-32.061501,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0908863,115.919397,50604113324.0,50604113324.0,506041133.0,Canning Vale - East,50604.0,Gosnells,506.0,Perth - South East,1.0,1.0,1.0,1.0,Burt,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16011,16185,6155,WILLETTON,WA,115.890779,-32.061501,CANNING VALE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0487802,115.8921493,50603113112.0,50603113112.0,506031131.0,Willetton,50603.0,Canning,506.0,Perth - South East,1.0,1.0,1.0,1.0,Burt,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16012,16186,6156,ATTADALE,WA,115.800233,-32.03954,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0248597,115.7996837,50704118114.0,50704118114.0,507041181.0,Melville,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16013,16187,6156,MELVILLE,WA,115.800233,-32.03954,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0414618,115.8034715,50704118102.0,50704118102.0,507041181.0,Melville,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16014,16188,6156,WILLAGEE,WA,115.800233,-32.03954,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0524713,115.8022559,50704118308.0,50704118308.0,507041183.0,Willagee,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16015,16189,6156,WILLAGEE CENTRAL,WA,115.800233,-32.03954,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0524713,115.8022559,50704118308.0,50704118308.0,507041183.0,Willagee,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Tangney,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16016,16190,6157,BICTON,WA,115.783732,-32.038228,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0300552,115.7845012,50704117703.0,50704117703.0,507041177.0,Bicton - Palmyra,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16017,16191,6157,PALMYRA,WA,115.783732,-32.038228,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0458365,115.7847126,50704117712.0,50704117712.0,507041177.0,Bicton - Palmyra,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16018,16192,6157,PALMYRA DC,WA,115.783732,-32.038228,Perth Metro,,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0516,115.791,50704117722.0,50704117722.0,507041177.0,Bicton - Palmyra,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16019,16193,6158,EAST FREMANTLE,WA,115.766561,-32.038541,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.0367504,115.7663951,50702116404.0,50702116404.0,507021164.0,East Fremantle,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,,W1,PHN502,Perth South,Melville,Fremantle,Inner Metropolitan
16020,16194,6159,NORTH FREMANTLE,WA,115.750311,-32.035224,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.0353019,115.7486438,50702116524.0,50702116524.0,507021165.0,Fremantle,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,6.701622486,W1,PHN502,Perth South,Mosman Park,Fremantle,Inner Metropolitan
16021,16195,6160,FREMANTLE,WA,115.754545,-32.054065,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.0539328,115.7604781,50702116516.0,50702116516.0,507021165.0,Fremantle,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,21.81754875,W1,PHN502,Perth South,Melville,Fremantle,Inner Metropolitan
16022,16196,6161,ROTTNEST ISLAND,WA,115.520516,-32.005554,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.0035186,115.5148137,50702116525.0,50702116525.0,507021165.0,Fremantle,50702.0,Fremantle,507.0,Perth - South West,4.0,4.0,7.0,7.0,Fremantle,1.513303757,W1,PHN502,Perth South,Cockburn,Fremantle,Inner Metropolitan
16023,16197,6162,BEACONSFIELD,WA,115.759022,-32.068768,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.067218,115.7706321,50702116633.0,50702116633.0,507021166.0,Fremantle - South,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,18.91485405,W1,PHN502,Perth South,Fremantle,Fremantle,Inner Metropolitan
16024,16198,6162,SOUTH FREMANTLE,WA,115.759022,-32.068768,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.0677891,115.7525478,50702116607.0,50702116607.0,507021166.0,Fremantle - South,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,18.91485405,W1,PHN502,Perth South,Fremantle,Fremantle,Inner Metropolitan
16025,16199,6162,WHITE GUM VALLEY,WA,115.759022,-32.068768,PALMYRA DC,Delivery Area,Updated 6-Feb-2020,50702.0,Fremantle,507.0,Perth - South West,R2,-32.0613542,115.7682039,50702116502.0,50702116502.0,507021165.0,Fremantle,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,18.91485405,W1,PHN502,Perth South,Fremantle,Fremantle,Inner Metropolitan
16026,16200,6163,BIBRA LAKE,WA,115.798722,-32.084784,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.1022549,115.8240324,50701115001.0,50701115001.0,507011150.0,Bibra Industrial,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,45.32353592,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16027,16201,6163,BIBRA LAKE DC,WA,115.798722,-32.084784,Perth Metro,,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0977,115.8,50701115001.0,50701115001.0,507011150.0,Bibra Industrial,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,45.32353592,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16028,16202,6163,COOLBELLUP,WA,115.798722,-32.084784,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0834068,115.806858,50701115305.0,50701115318.0,507011153.0,Coolbellup,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,45.32353592,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16029,16203,6163,HAMILTON HILL,WA,115.798722,-32.084784,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0860323,115.7764909,50701115402.0,50701115402.0,507011154.0,Hamilton Hill,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,45.32353592,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16030,16204,6163,HILTON,WA,115.798722,-32.084784,Perth Metro,,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0702,115.784,50702116622.0,50702116622.0,507021166.0,Fremantle - South,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,45.32353592,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16031,16205,6163,KARDINYA,WA,115.798722,-32.084784,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0687062,115.8148921,50704118203.0,50704118203.0,507041182.0,Murdoch - Kardinya,50704.0,Melville,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,45.32353592,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
